,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,SaleType,SaleCondition,SalePrice
414,60,RL,59.0,11228,IR2,Lvl,CulDSac,Gtl,SawyerW,1Fam,2Story,7,5,1993,1993,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,BLQ,50,Other,499,1080,Ex,Y,SBrkr,1080,1017,2097,0,2,1,3,1,Gd,9,1,Attchd,1993.0,Unf,3,678,Y,196,187,0,WD,Normal,228000
415,20,RL,73.0,8899,IR1,Lvl,Inside,Gtl,Gilbert,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Av,GLQ,24,Unf,1316,1340,Ex,Y,SBrkr,1340,0,1340,0,2,0,3,1,Gd,6,0,Attchd,2007.0,Fin,2,396,Y,100,30,0,New,Partial,181134
416,60,RL,74.0,7844,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,2Story,6,7,1978,1978,Hip,HdBoard,HdBoard,203.0,TA,TA,CBlock,TA,No,ALQ,209,Unf,463,672,TA,Y,SBrkr,672,728,1400,0,1,1,3,1,TA,6,1,Attchd,1978.0,Fin,2,440,Y,0,0,0,WD,Normal,149500
417,70,RL,86.0,22420,IR1,Lvl,Inside,Gtl,Crawfor,1Fam,2Story,6,6,1918,1950,Hip,Wd Sdng,Stucco,0.0,TA,TA,BrkTil,Gd,No,BLQ,1128,Unf,242,1370,TA,N,FuseA,1370,1254,2624,1,2,1,4,1,TA,10,1,Detchd,1918.0,Unf,3,864,N,0,0,0,WD,Normal,239000
418,50,RL,60.0,8160,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1.5Fin,5,6,1940,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,No,ALQ,312,Unf,444,756,Fa,N,Other,756,378,1134,1,1,1,3,1,TA,7,0,Detchd,1940.0,Unf,1,240,P,0,0,0,WD,Other,126000
419,20,RL,65.0,8450,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,1968,1968,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,No,BLQ,775,Unf,281,1056,Ex,Y,SBrkr,1056,0,1056,1,1,0,3,1,TA,6,1,Attchd,1968.0,Unf,1,304,Y,0,85,184,WD,Normal,142000
420,90,RM,78.0,7060,Reg,Lvl,Inside,Gtl,Mitchel,Duplex,SFoyer,7,5,1997,1998,Gable,VinylSd,VinylSd,200.0,TA,Gd,PConc,Gd,Gd,GLQ,1309,Unf,35,1344,Ex,Y,SBrkr,1344,0,1344,2,2,0,2,2,TA,8,0,Attchd,1997.0,Fin,4,784,Y,0,0,0,WD,Other,206300
421,20,RL,69.0,16635,IR1,Lvl,FR2,Gtl,NWAmes,1Fam,1Story,6,7,1977,2000,Gable,CemntBd,CmentBd,126.0,Gd,TA,CBlock,Gd,No,ALQ,1246,Unf,356,1602,Gd,Y,SBrkr,1602,0,1602,0,2,0,3,1,Gd,8,1,Attchd,1977.0,Fin,2,529,Y,240,0,0,WD,Normal,215000
422,20,RL,100.0,21750,Reg,HLS,Inside,Mod,Mitchel,1Fam,1Story,5,5,1954,1954,Hip,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,No,Unf,0,Unf,988,988,Ex,Y,FuseA,988,0,988,0,1,0,2,1,TA,4,0,Attchd,1954.0,RFn,2,520,N,0,0,0,WD,Normal,113000
423,60,RL,80.0,9200,Reg,Lvl,Inside,Gtl,NoRidge,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,VinylSd,473.0,Gd,TA,PConc,Gd,No,GLQ,986,Unf,484,1470,Gd,Y,SBrkr,1470,1160,2630,1,2,1,4,1,Gd,8,1,Attchd,1998.0,Fin,3,696,Y,0,66,0,WD,Normal,315000
424,20,RL,72.0,9000,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,5,1956,1956,Gable,Wd Sdng,Wd Sdng,74.0,TA,TA,CBlock,Gd,No,LwQ,616,Unf,580,1196,Gd,Y,FuseA,1196,0,1196,1,1,0,2,1,TA,6,1,Attchd,1956.0,RFn,1,297,Y,0,44,0,WD,Normal,139000
425,60,RM,60.0,3378,Reg,HLS,Inside,Gtl,OldTown,1Fam,2Story,7,8,1946,1992,Gable,HdBoard,HdBoard,0.0,TA,Gd,CBlock,TA,No,Unf,0,Unf,651,651,Gd,Y,SBrkr,707,682,1389,0,1,1,3,1,TA,6,2,Detchd,1947.0,Unf,1,240,P,0,0,126,WD,Normal,135000
426,80,RL,69.0,12800,Reg,Low,Inside,Mod,SawyerW,1Fam,SLvl,7,5,1989,1989,Gable,Wd Sdng,Wd Sdng,145.0,Gd,TA,PConc,Gd,Gd,GLQ,1518,Unf,0,1518,Gd,Y,SBrkr,1644,0,1644,1,2,0,2,1,Gd,5,1,Attchd,1989.0,Fin,2,569,Y,80,0,0,WD,Normal,275000
427,20,RL,77.0,8593,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,6,1957,1957,Hip,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,No,Rec,288,Unf,619,907,Ex,Y,SBrkr,907,0,907,0,1,0,3,1,TA,5,0,Detchd,1964.0,Unf,1,352,Y,0,0,0,WD,Normal,109008
428,20,RL,64.0,6762,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,108.0,Gd,TA,PConc,Gd,No,GLQ,664,Unf,544,1208,Ex,Y,SBrkr,1208,0,1208,1,2,0,2,1,Gd,6,0,Attchd,2007.0,RFn,2,628,Y,105,54,0,New,Partial,195400
429,20,RL,130.0,11457,IR1,Lvl,Corner,Gtl,Timber,1Fam,1Story,6,5,1988,1988,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,Mn,GLQ,1005,Unf,387,1392,TA,Y,SBrkr,1412,0,1412,1,2,0,3,1,Gd,6,1,Attchd,1988.0,Unf,2,576,Y,0,0,169,WD,Normal,175000
430,160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Twnhs,2Story,6,5,1971,1971,Gable,HdBoard,HdBoard,232.0,TA,TA,CBlock,TA,No,ALQ,387,Unf,96,483,TA,Y,SBrkr,483,504,987,0,1,1,2,1,TA,4,0,Detchd,1971.0,Unf,1,264,Y,0,0,0,Other,Abnorml,85400
431,50,RM,60.0,5586,IR1,Bnk,Inside,Gtl,OldTown,1Fam,1.5Fin,6,7,1920,1998,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,No,Unf,0,Unf,901,901,Gd,Y,SBrkr,1088,110,1198,0,1,0,4,1,TA,7,0,Attchd,2005.0,Unf,0,0,N,0,98,0,Other,Abnorml,79900
432,160,RM,24.0,1920,Reg,Lvl,Inside,Gtl,BrDale,TwnhsE,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,376.0,TA,TA,CBlock,TA,No,ALQ,471,Unf,294,765,Ex,Y,SBrkr,765,600,1365,1,1,1,2,1,TA,6,0,Detchd,1971.0,Unf,2,440,Y,240,36,0,WD,Normal,122500
433,60,RL,100.0,10839,IR1,Lvl,Corner,Gtl,Gilbert,1Fam,2Story,6,5,1997,1998,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,No,Unf,0,Unf,926,926,Ex,Y,SBrkr,926,678,1604,0,2,1,3,1,TA,7,1,Attchd,1997.0,Fin,2,470,Y,0,36,0,WD,Normal,181000
434,180,RM,21.0,1890,Reg,Lvl,Inside,Gtl,MeadowV,Twnhs,SFoyer,4,7,1972,1972,Gable,CemntBd,CmentBd,0.0,TA,Gd,CBlock,Gd,Av,ALQ,495,Unf,135,630,Gd,Y,SBrkr,630,0,630,1,1,0,1,1,TA,3,0,Attchd,2005.0,Unf,0,0,Y,88,0,0,WD,Normal,81000
435,60,RL,43.0,10667,IR2,Lvl,CulDSac,Gtl,CollgCr,1Fam,2Story,7,6,1996,1996,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Av,GLQ,385,Other,70,799,Ex,Y,SBrkr,827,834,1661,1,2,1,3,1,Gd,6,1,Attchd,1996.0,RFn,2,550,Y,158,61,0,Other,Normal,212000
436,50,RM,40.0,4400,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,6,8,1920,1950,Gable,Stucco,Stucco,0.0,TA,TA,BrkTil,Fa,No,Unf,0,Unf,648,648,TA,Y,FuseA,734,384,1118,0,1,0,2,1,TA,6,0,Detchd,1990.0,Unf,2,440,Y,0,0,0,WD,Normal,116000
437,45,RM,50.0,6000,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Unf,6,7,1926,2004,Gable,Wd Sdng,Wd Sdng,0.0,Gd,TA,PConc,TA,No,Unf,0,Unf,884,884,Gd,Y,SBrkr,904,0,904,0,1,0,2,1,TA,4,0,Detchd,1926.0,Unf,1,180,Y,0,0,105,WD,Normal,119000
438,30,RL,40.0,4280,Reg,Lvl,Inside,Gtl,Crawfor,1Fam,1Story,5,6,1913,2002,Gable,WdShing,Stucco,0.0,TA,TA,PConc,TA,No,LwQ,365,Unf,75,440,TA,N,SBrkr,694,0,694,0,1,0,2,1,Gd,4,1,Detchd,1990.0,Unf,1,352,P,0,0,34,WD,Normal,90350
439,50,RL,67.0,12354,Reg,Lvl,Corner,Gtl,Edwards,1Fam,1.5Fin,6,8,1920,2000,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,Mn,Unf,0,Unf,684,684,Gd,Y,SBrkr,684,512,1196,0,1,0,3,1,Gd,7,0,Detchd,2005.0,Unf,2,528,Y,0,46,0,Other,Normal,110000
440,20,RL,105.0,15431,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,10,5,2008,2008,Hip,VinylSd,VinylSd,200.0,Ex,TA,PConc,Ex,Gd,GLQ,1767,Other,788,3094,Ex,Y,SBrkr,2402,0,2402,1,2,0,2,1,Ex,10,2,Attchd,2008.0,Fin,3,672,Y,0,72,0,WD,Normal,555000
441,90,RL,92.0,12108,Reg,Lvl,Inside,Gtl,Edwards,Duplex,1Story,4,4,1955,1955,Gable,VinylSd,VinylSd,270.0,TA,TA,CBlock,TA,No,ALQ,133,Unf,1307,1440,TA,N,Other,1440,0,1440,0,2,0,4,2,Fa,8,0,Attchd,2005.0,Unf,0,0,Y,0,0,0,WD,Normal,118000
442,50,RM,52.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,7,1930,1992,Gable,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,No,Unf,0,Unf,1078,1078,TA,Y,SBrkr,1128,445,1573,0,2,0,3,1,TA,8,1,Detchd,1930.0,Unf,2,360,P,0,0,0,WD,Normal,162900
443,120,RL,53.0,3922,Reg,Lvl,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2006,2007,Gable,WdShing,Wd Shng,72.0,Gd,TA,PConc,Ex,Av,Unf,0,Unf,1258,1258,Ex,Y,SBrkr,1258,0,1258,0,2,0,2,1,Gd,6,1,Attchd,2007.0,Fin,3,648,Y,144,16,0,New,Partial,172500
444,60,RL,70.0,8750,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,1994,1995,Gable,VinylSd,VinylSd,0.0,Gd,Gd,PConc,Gd,No,GLQ,642,Unf,273,915,Ex,Y,SBrkr,933,975,1908,1,2,1,4,1,Gd,8,1,Attchd,1994.0,Unf,2,493,Y,144,133,0,WD,Normal,210000
445,20,RL,73.0,9855,Reg,Lvl,Corner,Gtl,Edwards,1Fam,1Story,6,5,1956,1956,Hip,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,No,Unf,0,Unf,1436,1436,Fa,Y,SBrkr,1689,0,1689,0,1,0,3,1,TA,7,1,Attchd,1956.0,Unf,2,480,Y,0,0,0,Other,Normal,127500
446,20,RL,137.0,16492,IR1,Lvl,Corner,Gtl,NAmes,1Fam,1Story,6,6,1966,2002,Gable,BrkFace,Plywood,0.0,Gd,TA,CBlock,TA,No,ALQ,247,Other,557,1517,Ex,Y,SBrkr,1888,0,1888,0,2,1,2,1,Gd,6,1,Attchd,1966.0,Fin,2,578,Y,0,0,0,WD,Normal,190000
447,60,RL,69.0,11214,IR1,Lvl,Corner,Gtl,Gilbert,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,930,930,Gd,Y,SBrkr,956,930,1886,0,2,1,4,1,Gd,10,1,Attchd,1998.0,Fin,2,431,Y,89,0,0,WD,Normal,199900
448,50,RM,50.0,8600,Reg,Bnk,Inside,Gtl,IDOTRR,1Fam,1.5Fin,6,6,1937,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,No,Unf,0,Unf,780,780,TA,Y,SBrkr,780,596,1376,0,2,0,3,1,TA,7,1,Detchd,1937.0,Unf,1,198,N,0,0,0,WD,Normal,119500
449,50,RM,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1.5Fin,3,7,1948,2002,Gable,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,No,ALQ,331,Unf,318,649,Ex,Y,SBrkr,679,504,1183,0,1,1,2,1,TA,6,0,Detchd,1981.0,Unf,1,308,Y,0,176,0,WD,Normal,120000
450,30,RM,70.0,5684,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,6,8,1930,2005,Hip,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,No,Unf,0,Unf,813,813,Ex,Y,FuseA,813,0,813,0,1,0,2,1,Gd,5,0,Detchd,1932.0,Unf,1,270,N,0,113,0,WD,Normal,110000
451,20,RL,62.0,70761,IR1,Low,Inside,Mod,ClearCr,1Fam,1Story,7,5,1975,1975,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,Gd,ALQ,655,Unf,878,1533,TA,Y,SBrkr,1533,0,1533,1,2,0,2,1,Gd,5,2,Attchd,1975.0,Unf,2,576,Y,200,54,0,WD,Normal,280000
452,60,RL,69.0,9303,IR1,Lvl,Corner,Gtl,Timber,1Fam,2Story,6,5,1996,1997,Hip,VinylSd,VinylSd,42.0,Gd,TA,PConc,Ex,No,ALQ,742,Unf,130,872,Ex,Y,SBrkr,888,868,1756,1,2,1,3,1,TA,7,0,Attchd,1996.0,Fin,2,422,Y,144,122,0,WD,Normal,204000
453,60,FV,75.0,9000,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,5,2008,2008,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,768,768,Ex,Y,SBrkr,786,804,1590,0,2,1,3,1,Gd,6,0,Attchd,2008.0,RFn,2,676,Y,0,30,0,WD,Normal,210000
454,90,RL,63.0,9297,Reg,Lvl,Inside,Gtl,Mitchel,Duplex,1Story,5,5,1976,1976,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,No,ALQ,1606,Unf,122,1728,TA,Y,SBrkr,1728,0,1728,2,2,0,4,2,TA,8,0,Detchd,1976.0,Unf,2,560,Y,0,0,0,WD,Other,188000
455,20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,7,6,1973,1973,Hip,HdBoard,HdBoard,320.0,TA,TA,CBlock,TA,No,ALQ,916,Unf,326,1242,Fa,Y,SBrkr,1242,0,1242,0,1,1,3,1,TA,6,1,Attchd,1973.0,Unf,2,528,Y,0,0,0,WD,Normal,175500
456,70,RM,34.0,4571,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,5,5,1916,1950,Gable,AsbShng,AsbShng,0.0,TA,TA,BrkTil,TA,No,Unf,0,Unf,624,624,Fa,N,SBrkr,624,720,1344,0,1,0,4,1,TA,7,0,Detchd,1916.0,Unf,3,513,Y,0,0,96,Other,Abnorml,98000
457,20,RL,69.0,53227,IR1,Low,CulDSac,Mod,ClearCr,1Fam,1Story,4,6,1954,1994,Flat,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,Gd,BLQ,1116,Unf,248,1364,Ex,Y,SBrkr,1663,0,1663,1,1,0,2,1,Gd,6,2,Attchd,1954.0,Fin,2,529,Y,224,137,0,WD,Normal,256000
458,70,RM,69.0,5100,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,8,7,1925,1996,Hip,Stucco,Wd Shng,0.0,TA,Gd,PConc,TA,No,Unf,0,Unf,588,588,Fa,Y,SBrkr,833,833,1666,0,1,0,3,1,Gd,7,1,Detchd,1925.0,Unf,1,228,Y,192,63,0,WD,Normal,161000
459,50,RL,69.0,7015,IR1,Bnk,Corner,Gtl,BrkSide,1Fam,1.5Fin,5,4,1950,1950,Gable,MetalSd,MetalSd,161.0,TA,TA,CBlock,TA,No,LwQ,185,Unf,524,709,TA,Y,SBrkr,979,224,1203,1,1,0,3,1,Gd,5,1,Detchd,1950.0,Unf,1,352,Y,0,0,248,WD,Normal,110000
460,60,FV,75.0,8004,IR1,Lvl,Inside,Gtl,Somerst,1Fam,2Story,8,5,2009,2009,Gable,VinylSd,VinylSd,110.0,Gd,TA,PConc,Gd,No,GLQ,544,Unf,288,832,Ex,Y,SBrkr,832,1103,1935,1,2,1,3,1,TA,8,0,BuiltIn,2009.0,Fin,2,552,Y,0,150,0,New,Partial,263435
461,70,RL,60.0,7200,Reg,Lvl,Inside,Gtl,SWISU,1Fam,2Story,7,9,1936,2007,Gable,Wd Sdng,Wd Sdng,0.0,Gd,Gd,PConc,Gd,No,ALQ,350,Other,0,560,Ex,Y,SBrkr,575,560,1135,1,1,0,3,1,Gd,6,0,Detchd,1971.0,RFn,2,576,Y,256,0,0,WD,Normal,155000
462,20,RL,60.0,8281,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1965,1965,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,No,Rec,553,Other,0,864,Gd,Y,SBrkr,864,0,864,0,1,0,3,1,TA,5,1,Detchd,1965.0,Unf,1,360,Y,0,0,236,WD,Normal,62383
463,70,RL,74.0,11988,IR1,HLS,Inside,Mod,Crawfor,1Fam,2Story,6,7,1934,1995,Hip,Stucco,Stucco,0.0,TA,TA,CBlock,TA,No,LwQ,326,Unf,389,715,Fa,Y,FuseA,849,811,1660,0,1,1,3,1,TA,6,1,Detchd,1939.0,Unf,1,240,Y,0,0,0,WD,Normal,188700
464,20,RL,60.0,8430,Reg,HLS,Inside,Mod,CollgCr,1Fam,1Story,5,5,1978,1978,Gable,HdBoard,HdBoard,136.0,TA,TA,CBlock,Gd,No,Rec,616,Unf,424,1040,TA,Y,SBrkr,1040,0,1040,0,2,0,3,1,TA,5,0,Attchd,2005.0,Unf,0,0,Y,0,0,0,WD,Normal,124000
465,120,RM,69.0,3072,Reg,Lvl,Inside,Gtl,Blmngtn,TwnhsE,1Story,7,5,2004,2004,Hip,VinylSd,VinylSd,18.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,1375,1375,Ex,Y,SBrkr,1414,0,1414,0,2,0,2,1,Gd,6,1,Attchd,2004.0,Fin,2,398,Y,144,20,0,WD,Normal,178740
466,20,RL,85.0,10628,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,7,5,1970,1970,Flat,Plywood,Plywood,0.0,TA,Gd,CBlock,TA,Gd,GLQ,778,Unf,499,1277,TA,Y,SBrkr,1277,0,1277,1,1,0,2,1,TA,5,1,Attchd,1970.0,Unf,2,526,Y,0,0,0,WD,Normal,167000
467,70,RL,79.0,9480,Reg,Lvl,Inside,Gtl,NAmes,1Fam,2Story,5,7,1942,1995,Gable,MetalSd,MetalSd,224.0,TA,TA,CBlock,TA,No,LwQ,386,Unf,342,728,Ex,Y,SBrkr,888,756,1644,0,1,1,3,1,Gd,7,2,Attchd,1942.0,Unf,1,312,Y,168,0,0,WD,Normal,146500
468,20,RL,98.0,11428,IR1,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,248.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,1626,1626,Ex,Y,SBrkr,1634,0,1634,0,2,0,3,1,Gd,7,1,Attchd,2006.0,RFn,3,866,Y,0,44,0,WD,Normal,250000
469,60,RL,76.0,9291,IR1,Lvl,Corner,Gtl,SawyerW,1Fam,2Story,6,5,1993,1993,Gable,HdBoard,HdBoard,120.0,Gd,TA,PConc,Gd,No,GLQ,426,Unf,406,832,Ex,Y,SBrkr,832,878,1710,0,2,1,3,1,Gd,7,0,Attchd,1993.0,RFn,2,506,Y,144,70,0,WD,Normal,187000
470,120,RL,69.0,6820,IR1,Lvl,Corner,Gtl,StoneBr,TwnhsE,1Story,8,5,1985,1985,Gable,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,Av,GLQ,368,Other,0,1488,TA,Y,SBrkr,1502,0,1502,1,1,1,1,1,Gd,4,0,Attchd,1985.0,RFn,2,528,Y,0,54,0,WD,Normal,212000
471,60,RL,92.0,11952,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,7,6,1977,1977,Mansard,WdShing,Plywood,0.0,TA,TA,CBlock,Gd,No,Unf,0,Unf,808,808,TA,Y,SBrkr,1161,808,1969,0,2,1,3,1,TA,8,1,Attchd,1977.0,RFn,2,534,Y,0,0,0,WD,Normal,190000
472,180,RM,35.0,3675,Reg,Lvl,Inside,Gtl,Edwards,TwnhsE,SLvl,6,5,2005,2005,Gable,VinylSd,VinylSd,80.0,TA,TA,PConc,Gd,Gd,GLQ,459,Unf,88,547,Ex,Y,SBrkr,1072,0,1072,1,1,0,2,1,TA,5,0,Basment,2005.0,RFn,2,525,Y,0,28,0,WD,Normal,148000
473,20,RL,110.0,14977,IR1,Lvl,Inside,Gtl,NridgHt,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,304.0,Gd,TA,PConc,Ex,Gd,GLQ,1350,Unf,626,1976,Ex,Y,SBrkr,1976,0,1976,1,2,0,2,1,Gd,7,1,Attchd,2006.0,RFn,3,908,Y,250,63,0,New,Partial,440000
474,120,RL,41.0,5330,Reg,Lvl,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,0.0,Gd,TA,PConc,Gd,Av,GLQ,1196,Unf,298,1494,Ex,Y,SBrkr,1652,0,1652,1,2,0,2,1,Ex,6,0,Attchd,2000.0,RFn,2,499,Y,96,48,0,WD,Normal,251000
475,20,RL,80.0,8480,Reg,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,6,1963,1963,Hip,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,No,GLQ,630,Unf,340,970,TA,Y,SBrkr,970,0,970,1,1,0,2,1,TA,5,0,Detchd,1996.0,Unf,2,624,Y,0,24,0,WD,Normal,132500
476,20,RL,75.0,13125,Reg,Lvl,Inside,Mod,CollgCr,1Fam,1Story,6,5,1997,1998,Gable,VinylSd,VinylSd,215.0,TA,TA,PConc,Gd,Gd,GLQ,994,Unf,484,1478,Ex,Y,SBrkr,1493,0,1493,1,2,0,3,1,Gd,7,1,Attchd,1997.0,Fin,2,508,Y,140,39,0,WD,Normal,208900
477,60,RL,105.0,13693,Reg,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2006,2006,Hip,VinylSd,VinylSd,772.0,Ex,TA,PConc,Gd,Av,Unf,0,Unf,2153,2153,Ex,Y,SBrkr,2069,574,2643,0,2,1,3,1,Ex,9,1,BuiltIn,2006.0,Fin,3,694,Y,414,84,0,WD,Normal,380000
478,20,RL,79.0,10637,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,8,5,2007,2008,Hip,VinylSd,VinylSd,336.0,Gd,TA,PConc,Ex,Gd,GLQ,1288,Unf,417,1705,Ex,Y,SBrkr,1718,0,1718,1,2,0,3,1,Gd,7,1,Attchd,2007.0,RFn,3,826,Y,208,44,0,WD,Normal,297000
479,30,RM,50.0,5925,Reg,Bnk,Inside,Gtl,OldTown,1Fam,1Story,4,7,1937,2000,Hip,Stucco,Stucco,435.0,TA,TA,BrkTil,Fa,No,Rec,168,Unf,739,907,TA,Y,SBrkr,1131,0,1131,0,1,0,2,1,TA,7,0,Detchd,1995.0,Unf,2,672,Y,0,72,0,WD,Other,89471
480,20,RL,98.0,16033,IR1,Lvl,FR2,Gtl,NridgHt,1Fam,1Story,9,5,2004,2005,Hip,VinylSd,VinylSd,378.0,Gd,TA,PConc,Ex,Gd,GLQ,1261,Unf,572,1833,Ex,Y,SBrkr,1850,0,1850,1,2,0,3,1,Gd,8,1,Attchd,2004.0,Fin,3,772,Y,519,112,0,WD,Normal,326000
481,20,RL,72.0,11846,IR1,HLS,Inside,Gtl,NridgHt,1Fam,1Story,9,5,2003,2004,Hip,VinylSd,VinylSd,562.0,Gd,TA,PConc,Ex,Gd,GLQ,1567,Unf,225,1792,Ex,Y,SBrkr,1792,0,1792,1,2,0,2,1,Ex,6,1,Attchd,2003.0,Fin,3,874,Y,206,49,0,WD,Normal,374000
482,70,RM,50.0,2500,Reg,Lvl,Corner,Gtl,OldTown,1Fam,2Story,7,8,1915,2005,Gable,Stucco,Stucco,0.0,Gd,TA,PConc,TA,No,ALQ,299,Unf,611,910,Ex,Y,SBrkr,916,910,1826,1,1,1,4,1,Ex,7,1,Attchd,1915.0,Unf,1,164,Y,0,0,0,WD,Normal,155000
483,120,RM,32.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,Twnhs,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,116.0,TA,TA,PConc,Ex,No,GLQ,897,Unf,319,1216,Ex,Y,SBrkr,1216,0,1216,1,2,0,2,1,TA,5,0,Attchd,1998.0,Unf,2,402,Y,0,125,0,WD,Normal,164000
484,20,RL,69.0,7758,IR1,Lvl,Corner,Gtl,Sawyer,1Fam,1Story,5,7,1962,2001,Gable,HdBoard,Plywood,0.0,TA,Gd,CBlock,TA,No,ALQ,588,Unf,411,999,Gd,Y,SBrkr,999,0,999,1,1,0,3,1,Gd,6,0,Detchd,1963.0,Unf,1,264,Y,0,132,0,WD,Normal,132500
485,20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1950,2007,Gable,MetalSd,MetalSd,0.0,Gd,TA,CBlock,TA,No,ALQ,607,Unf,506,1113,Gd,Y,SBrkr,1113,0,1113,0,1,0,3,1,Gd,5,1,Attchd,1950.0,Unf,1,264,Y,0,80,120,WD,Normal,147000
486,20,RL,79.0,10289,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1965,1965,Hip,MetalSd,MetalSd,168.0,TA,TA,CBlock,TA,No,ALQ,836,Unf,237,1073,TA,Y,SBrkr,1073,0,1073,1,1,1,3,1,TA,6,0,Attchd,1965.0,RFn,2,515,Y,0,0,0,WD,Normal,156000
